,AvailabilityZone,InstanceType,Max,Mean,Median,Min,STD,OnDemand,yrTerm1Standard.allUpfront,yrTerm1Standard.noUpfront,yrTerm1Standard.partialUpfront,yrTerm3Convertible.allUpfront,yrTerm3Convertible.noUpfront,yrTerm3Convertible.partialUpfront,yrTerm3Standard.allUpfront,yrTerm3Standard.partialUpfront
99,eu-central-1b,c4.2xlarge,0.762857142857143,0.19651261960048558,0.1907297554347826,0.1348625,0.06402154402038968,0.45399999999999996,0.293,0.35,0.299,0.264,0.315,0.26899999999999996,0.212,0.225
100,eu-west-1a,c4.2xlarge,5.43,0.3759044053240226,0.1579036842105263,0.1337818181818182,0.5988926601806244,0.45299999999999996,0.289,0.345,0.295,0.26,0.311,0.266,0.205,0.218
101,eu-west-1b,c4.2xlarge,6.419999999999999,0.36548547154239397,0.18114469026548669,0.13534000000000002,0.5837278077698573,0.45299999999999996,0.289,0.345,0.295,0.26,0.311,0.266,0.205,0.218
102,eu-west-1c,c4.2xlarge,5.38,0.35813249990175466,0.2024211052763191,0.13284444444444443,0.4373213813528172,0.45299999999999996,0.289,0.345,0.295,0.26,0.311,0.266,0.205,0.218
103,us-east-1a,c4.2xlarge,4.73,0.3705428095856585,0.22330181881533098,0.11979354838709676,0.458925839405015,0.39799999999999996,0.237,0.28300000000000003,0.242,0.213,0.255,0.218,0.155,0.165
104,us-east-1c,c4.2xlarge,3.7344399999999998,0.24090313429179863,0.16925327555816694,0.11800000000000001,0.25358778088480877,0.39799999999999996,0.237,0.28300000000000003,0.242,0.213,0.255,0.218,0.155,0.165
105,us-east-1d,c4.2xlarge,1.9617178571428568,0.21053422101423758,0.15966287007874014,0.11878461538461539,0.1870361462463665,0.39799999999999996,0.237,0.28300000000000003,0.242,0.213,0.255,0.218,0.155,0.165
106,us-west-1b,c4.2xlarge,4.540748148148148,0.21215487252109816,0.14801826086956524,0.12302999999999997,0.2944586523529011,0.498,0.318,0.38,0.325,0.28600000000000003,0.342,0.293,0.217,0.231
107,us-west-1c,c4.2xlarge,5.904,0.24472837563521613,0.16213420550038196,0.11655,0.41543827187365195,0.498,0.318,0.38,0.325,0.28600000000000003,0.342,0.293,0.217,0.231
108,us-west-2a,c4.2xlarge,1.884263414634146,0.22106863756031767,0.16381016581129104,0.12238,0.21665990093682796,0.39799999999999996,0.237,0.28300000000000003,0.242,0.213,0.255,0.218,0.155,0.165
109,us-west-2b,c4.2xlarge,4.1499999999999995,0.2462460968451051,0.1730809640522875,0.12944615384615385,0.2815213595841634,0.39799999999999996,0.237,0.28300000000000003,0.242,0.213,0.255,0.218,0.155,0.165
110,us-west-2c,c4.2xlarge,7.96,0.4323942350848905,0.1742846981692231,0.12876363636363636,0.8888156801504297,0.39799999999999996,0.237,0.28300000000000003,0.242,0.213,0.255,0.218,0.155,0.165
111,ap-northeast-1a,m3.large,0.24587368421052627,0.07564152094107761,0.07272666666666666,0.07139999999999999,0.009138737852509004,0.193,0.109,0.127,0.111,0.098,0.114,0.1,0.07400000000000001,0.079
112,ap-northeast-1c,m3.large,3.02,0.19574054343439148,0.07309473684210525,0.07065,0.4583286025235126,0.193,0.109,0.127,0.111,0.098,0.114,0.1,0.07400000000000001,0.079
113,ap-southeast-1a,m3.large,0.16311052631578937,0.07342334731084674,0.07249230769230769,0.07135,0.005893127031359239,0.196,0.11599999999999999,0.136,0.11800000000000001,0.10400000000000001,0.122,0.106,0.07400000000000001,0.078
114,ap-southeast-1b,m3.large,0.1431,0.07288663828282856,0.07142500000000002,0.071,0.00850395988024735,0.196,0.11599999999999999,0.136,0.11800000000000001,0.10400000000000001,0.122,0.106,0.07400000000000001,0.078
115,ap-southeast-2a,m3.large,0.1433,0.07685170122139821,0.0714,0.0707,0.014802997322379866,0.18600000000000003,0.11,0.129,0.11199999999999999,0.099,0.11599999999999999,0.10099999999999999,0.07400000000000001,0.078
116,ap-southeast-2b,m3.large,0.14315454545454545,0.07534545940351438,0.07105999999999998,0.07039999999999999,0.013232777123731464,0.18600000000000003,0.11,0.129,0.11199999999999999,0.099,0.11599999999999999,0.10099999999999999,0.07400000000000001,0.078
117,ap-southeast-2c,m3.large,0.14325454545454544,0.0794188837965439,0.07182000000000001,0.0705,0.015249259345849057,0.18600000000000003,0.11,0.129,0.11199999999999999,0.099,0.11599999999999999,0.10099999999999999,0.07400000000000001,0.078
118,eu-central-1a,m3.large,0.14326666666666665,0.07517622806273612,0.07165718954248365,0.07039999999999999,0.00968793797978787,0.158,0.10800000000000001,0.12,0.11,0.09699999999999999,0.10800000000000001,0.099,0.073,0.077
119,eu-central-1b,m3.large,0.1431,0.07389718245457447,0.07255358974358975,0.07125,0.004018488534813116,0.158,0.10800000000000001,0.12,0.11,0.09699999999999999,0.10800000000000001,0.099,0.073,0.077
120,eu-west-1a,m3.large,0.1431,0.07401854455697153,0.07301666666666667,0.07154,0.005316583544561575,0.146,0.1,0.11,0.102,0.09,0.099,0.092,0.067,0.07200000000000001
121,eu-west-1b,m3.large,1.4242000000000001,0.08925911098328713,0.07888499328859058,0.07225000000000001,0.07028214772445031,0.146,0.1,0.11,0.102,0.09,0.099,0.092,0.067,0.07200000000000001
122,eu-west-1c,m3.large,0.10041249999999999,0.07783778393376663,0.07597289535798585,0.07247142857142855,0.004966623938017693,0.146,0.1,0.11,0.102,0.09,0.099,0.092,0.067,0.07200000000000001
123,us-east-1a,m3.large,0.11755,0.07066797598691217,0.06965349206349206,0.0673,0.0036880958609871155,0.133,0.081,0.095,0.083,0.073,0.086,0.075,0.052000000000000005,0.055999999999999994
124,us-east-1c,m3.large,0.11764999999999999,0.07214054769018367,0.07082516216216217,0.0672,0.00552628444288747,0.133,0.081,0.095,0.083,0.073,0.086,0.075,0.052000000000000005,0.055999999999999994
125,us-east-1d,m3.large,0.1171,0.07010582427218491,0.06938260504201682,0.06744444444444443,0.002741547249440433,0.133,0.081,0.095,0.083,0.073,0.086,0.075,0.052000000000000005,0.055999999999999994
126,us-west-1b,m3.large,0.0854089285714286,0.07045922632801359,0.07009212121212122,0.06725,0.001875275702029755,0.154,0.105,0.11599999999999999,0.10800000000000001,0.095,0.10400000000000001,0.09699999999999999,0.067,0.07200000000000001
127,us-west-1c,m3.large,0.1422,0.07152871356468837,0.07036833333333334,0.0673,0.004818057783831634,0.154,0.105,0.11599999999999999,0.10800000000000001,0.095,0.10400000000000001,0.09699999999999999,0.067,0.07200000000000001
128,us-west-2a,m3.large,1.45,0.08636496837533317,0.07204505912162162,0.06693333333333334,0.0967780859305237,0.133,0.081,0.095,0.083,0.073,0.086,0.075,0.052000000000000005,0.055999999999999994
129,us-west-2b,m3.large,1.2333333333333334,0.11661811871405213,0.07358873576604558,0.067,0.16493666174002905,0.133,0.081,0.095,0.083,0.073,0.086,0.075,0.052000000000000005,0.055999999999999994
130,us-west-2c,m3.large,0.0963829268292683,0.07195168358399215,0.07131611721611722,0.06694000000000001,0.003616736184301787,0.133,0.081,0.095,0.083,0.073,0.086,0.075,0.052000000000000005,0.055999999999999994
131,ap-southeast-1a,m2.4xlarge,0.6870000000000002,0.1922484557642678,0.13419999999999999,0.13,0.1230976141582438,1.183,0.501,0.5920000000000001,0.511,,,,0.32,0.34
132,ap-southeast-1b,m2.4xlarge,1.9245,0.25816388128565654,0.14927499999999996,0.1312142857142857,0.3191289527631038,1.183,0.501,0.5920000000000001,0.511,,,,0.32,0.34
133,ap-southeast-2a,m2.4xlarge,1.283,0.2270319941491615,0.1396,0.13260909090909093,0.18597180176403158,1.183,0.501,0.5920000000000001,0.511,,,,0.32,0.34
134,ap-southeast-2b,m2.4xlarge,1.233,0.23524409431991294,0.1527,0.13475,0.17640171813181113,1.183,0.501,0.5920000000000001,0.511,,,,0.32,0.34
135,eu-west-1a,m2.4xlarge,1.15,0.30854505841831165,0.18362352941176469,0.13182,0.20482615054833458,1.1,0.452,0.536,0.461,,,,0.29,0.308
136,eu-west-1b,m2.4xlarge,0.5047666666666667,0.14388583328455834,0.13284285714285712,0.1306,0.03818503415944225,1.1,0.452,0.536,0.461,,,,0.29,0.308
137,eu-west-1c,m2.4xlarge,1.2499999999999998,0.15932203811727175,0.13718888888888892,0.13119999999999998,0.0851842384828032,1.1,0.452,0.536,0.461,,,,0.29,0.308
138,us-east-1a,m2.4xlarge,3.1,0.24212462166298634,0.19165017863077438,0.13036190476190476,0.22971546149575328,0.98,0.37200000000000005,0.444,0.379,,,,0.222,0.23600000000000002
139,us-east-1c,m2.4xlarge,2.1433333333333335,0.2107727161131041,0.1972806017858396,0.14214594594594593,0.07644462746566633,0.98,0.37200000000000005,0.444,0.379,,,,0.222,0.23600000000000002
140,us-east-1d,m2.4xlarge,1.4727999999999999,0.19677481304915165,0.17685144094619354,0.12683839285714288,0.09490397247881538,0.98,0.37200000000000005,0.444,0.379,,,,0.222,0.23600000000000002
141,us-west-1b,m2.4xlarge,0.82171,0.20251712620007326,0.18859666666666666,0.13456,0.06858886158482563,1.1,0.452,0.536,0.461,,,,0.28800000000000003,0.306
142,us-west-1c,m2.4xlarge,0.7844894736842104,0.187475387681137,0.17121521739130433,0.11814285714285717,0.06819598404422415,1.1,0.452,0.536,0.461,,,,0.28800000000000003,0.306
143,us-west-2a,m2.4xlarge,0.9338730769230766,0.25289714780275735,0.2205912755445767,0.1386,0.11891801232886925,0.98,0.37200000000000005,0.444,0.379,,,,0.222,0.23600000000000002
144,us-west-2b,m2.4xlarge,0.7444168316831683,0.22728304735976465,0.21760311222171744,0.14415434782608696,0.06630820644243837,0.98,0.37200000000000005,0.444,0.379,,,,0.222,0.23600000000000002
145,us-west-2c,m2.4xlarge,0.8467739583333337,0.22427423281412204,0.21039251362236439,0.13489999999999996,0.07117599404551814,0.98,0.37200000000000005,0.444,0.379,,,,0.222,0.23600000000000002
146,ap-northeast-2a,d2.xlarge,0.268,0.09651337222132969,0.08983333333333333,0.084,0.020988538445492706,0.8440000000000001,0.44299999999999995,0.529,0.452,0.39899999999999997,0.47600000000000003,0.40700000000000003,0.303,0.322
147,ap-northeast-2c,d2.xlarge,0.268,0.10103748211332757,0.09290000000000001,0.084,0.02275989691552358,0.8440000000000001,0.44299999999999995,0.529,0.452,0.39899999999999997,0.47600000000000003,0.40700000000000003,0.303,0.322
148,ap-southeast-1a,d2.xlarge,0.36,0.25090934482854665,0.2434666666666666,0.22999999999999998,0.025492846049670406,0.87,0.43,0.513,0.43799999999999994,0.387,0.462,0.395,0.294,0.312
149,ap-southeast-1b,d2.xlarge,0.36,0.24439048577475067,0.23634999999999998,0.22999999999999998,0.025794373615137974,0.87,0.43,0.513,0.43799999999999994,0.387,0.462,0.395,0.294,0.312
150,ap-southeast-2a,d2.xlarge,0.27440625,0.17228224693222566,0.1630108823529412,0.14,0.02900374250674177,0.87,0.43,0.513,0.43799999999999994,0.387,0.462,0.395,0.294,0.312
151,ap-southeast-2b,d2.xlarge,10.01,0.21066816774283215,0.16358461538461538,0.14,0.461998872814798,0.87,0.43,0.513,0.43799999999999994,0.387,0.462,0.395,0.294,0.312
152,ap-southeast-2c,d2.xlarge,0.7621555555555557,0.1687351793779445,0.1580842857142857,0.14,0.0410941225007129,0.87,0.43,0.513,0.43799999999999994,0.387,0.462,0.395,0.294,0.312
153,eu-central-1a,d2.xlarge,0.6995666666666667,0.15632942097717437,0.13805,0.1326,0.06215983425747694,0.794,0.40399999999999997,0.48200000000000004,0.41200000000000003,0.364,0.434,0.371,0.276,0.294
154,eu-central-1b,d2.xlarge,0.246,0.1468630666479013,0.1417904761904762,0.1366,0.015991944010793235,0.794,0.40399999999999997,0.48200000000000004,0.41200000000000003,0.364,0.434,0.371,0.276,0.294
155,eu-west-1a,d2.xlarge,0.6199600000000001,0.17844466464516157,0.1604138888888889,0.13105,0.04881851402032999,0.735,0.374,0.447,0.382,0.337,0.402,0.344,0.255,0.272
156,eu-west-1b,d2.xlarge,0.23226249999999998,0.164855023715865,0.17098000000000002,0.1321,0.01943267515513729,0.735,0.374,0.447,0.382,0.337,0.402,0.344,0.255,0.272
157,eu-west-1c,d2.xlarge,0.24600000000000002,0.15907396928560955,0.15717500000000004,0.13114166666666668,0.017199701502906967,0.735,0.374,0.447,0.382,0.337,0.402,0.344,0.255,0.272
158,us-east-1a,d2.xlarge,1.2817874999999994,0.20098152643988906,0.1791736559139785,0.12200000000000001,0.08795036348400467,0.69,0.337,0.402,0.344,0.303,0.36200000000000004,0.31,0.198,0.21
159,us-east-1c,d2.xlarge,0.7137128205128206,0.163466271419404,0.14057606348962728,0.12364090909090907,0.061206201446037015,0.69,0.337,0.402,0.344,0.303,0.36200000000000004,0.31,0.198,0.21
160,us-east-1d,d2.xlarge,1.261203125,0.21488141058097102,0.20415207336523122,0.1211,0.0781625163198535,0.69,0.337,0.402,0.344,0.303,0.36200000000000004,0.31,0.198,0.21
161,us-west-1b,d2.xlarge,0.9573333333333335,0.16410589458036456,0.1535522222222222,0.128,0.039160507762951324,0.7809999999999999,0.41200000000000003,0.491,0.42,0.371,0.442,0.37799999999999995,0.253,0.26899999999999996
162,us-west-1c,d2.xlarge,1.124725,0.18620408573350683,0.17351764705882353,0.128,0.05094382187781943,0.7809999999999999,0.41200000000000003,0.491,0.42,0.371,0.442,0.37799999999999995,0.253,0.26899999999999996
163,us-west-2a,d2.xlarge,0.23725000000000002,0.14160410272925528,0.1401173106060606,0.1215,0.016359240547626025,0.69,0.337,0.402,0.344,0.303,0.36200000000000004,0.31,0.198,0.21
164,us-west-2b,d2.xlarge,0.23695384615384615,0.14018261422005665,0.139202297979798,0.12164,0.015818798032935535,0.69,0.337,0.402,0.344,0.303,0.36200000000000004,0.31,0.198,0.21
165,us-west-2c,d2.xlarge,0.21877111111111114,0.1420502346700679,0.13992081980519477,0.12674444444444444,0.010849358915201389,0.69,0.337,0.402,0.344,0.303,0.36200000000000004,0.31,0.198,0.21
166,ap-northeast-2a,m4.4xlarge,4.960729999999998,0.5724709719601724,0.5515421542553189,0.2760357142857143,0.23683132393141035,1.057,0.59,0.7040000000000001,0.602,0.531,0.634,0.542,0.41,0.436
167,ap-northeast-2c,m4.4xlarge,7.833771428571426,0.6287309434096082,0.6413077837837837,0.13594705882352945,0.3596266527141829,1.057,0.59,0.7040000000000001,0.602,0.531,0.634,0.542,0.41,0.436
168,ap-southeast-1a,m4.4xlarge,1.1519666666666666,0.37006591939704,0.321909375,0.19340000000000002,0.20014800529340288,1.0659999999999998,0.626,0.748,0.639,0.563,0.6729999999999999,0.575,0.397,0.42200000000000004
169,ap-southeast-1b,m4.4xlarge,0.8918297872340438,0.33720593867225523,0.3103502777777778,0.19982222222222207,0.11535028191709314,1.0659999999999998,0.626,0.748,0.639,0.563,0.6729999999999999,0.575,0.397,0.42200000000000004
170,ap-southeast-2a,m4.4xlarge,1.15,0.25192328970164807,0.2140375,0.19544444444444445,0.09641314979342848,1.0759999999999998,0.6779999999999999,0.81,0.6920000000000001,0.61,0.7290000000000001,0.623,0.449,0.478
171,ap-southeast-2b,m4.4xlarge,1.15,0.2171173711774259,0.1983352272727273,0.1925,0.11496231688647662,1.0759999999999998,0.6779999999999999,0.81,0.6920000000000001,0.61,0.7290000000000001,0.623,0.449,0.478
172,ap-southeast-2c,m4.4xlarge,1.1658833333333334,0.2530438926188344,0.20215000000000002,0.1933,0.18576428816888743,1.0759999999999998,0.6779999999999999,0.81,0.6920000000000001,0.61,0.7290000000000001,0.623,0.449,0.478
173,eu-central-1a,m4.4xlarge,3.061883050847456,0.5415879483601704,0.5095683673469387,0.351455462184874,0.21765405668624588,1.026,0.657,0.784,0.67,0.591,0.706,0.603,0.45,0.479
174,eu-central-1b,m4.4xlarge,11.643849999999995,0.5072959950015683,0.4632638554216868,0.24986750000000005,0.5811874371553235,1.026,0.657,0.784,0.67,0.591,0.706,0.603,0.45,0.479
175,eu-west-1a,m4.4xlarge,10.661299999999999,0.49938151993242813,0.26970769230769237,0.1704107142857143,0.8548236373753814,0.95,0.604,0.721,0.616,0.544,0.649,0.5539999999999999,0.41200000000000003,0.43799999999999994
176,eu-west-1b,m4.4xlarge,3.617875675675675,0.3396412212368887,0.21881875000000006,0.16878749999999998,0.30866004168099115,0.95,0.604,0.721,0.616,0.544,0.649,0.5539999999999999,0.41200000000000003,0.43799999999999994
177,eu-west-1c,m4.4xlarge,5.707333333333334,0.28490119106039197,0.22315999999999994,0.1701214285714286,0.23758503112731977,0.95,0.604,0.721,0.616,0.544,0.649,0.5539999999999999,0.41200000000000003,0.43799999999999994
178,us-east-1a,m4.4xlarge,5.523605555555555,0.40308840115652134,0.30147101449275354,0.17862586206896555,0.35268212428890366,0.862,0.496,0.5920000000000001,0.506,0.446,0.5329999999999999,0.455,0.321,0.342
179,us-east-1c,m4.4xlarge,9.982637500000001,0.5358663168404442,0.266992972972973,0.1745609756097562,0.9004316354494815,0.862,0.496,0.5920000000000001,0.506,0.446,0.5329999999999999,0.455,0.321,0.342
180,us-east-1d,m4.4xlarge,10.7286,0.5384400933992803,0.32421688311688324,0.17615076923076922,0.7882551129951235,0.862,0.496,0.5920000000000001,0.506,0.446,0.5329999999999999,0.455,0.321,0.342
181,us-west-1b,m4.4xlarge,1.0172490740740743,0.2875571212154106,0.2237574370709382,0.17148181818181818,0.12173067961994215,1.005,0.684,0.8170000000000001,0.698,0.616,0.735,0.628,0.43700000000000006,0.465
182,us-west-1c,m4.4xlarge,0.7888029411764707,0.29120944615379196,0.22249239239239244,0.17526666666666668,0.1254272516300966,1.005,0.684,0.8170000000000001,0.698,0.616,0.735,0.628,0.43700000000000006,0.465
183,us-west-2a,m4.4xlarge,13.206666666666665,0.5626538601372383,0.3109964285714286,0.17414736842105266,0.8587933965815111,0.862,0.496,0.5920000000000001,0.506,0.446,0.5329999999999999,0.455,0.321,0.342
184,us-west-2b,m4.4xlarge,2.5755017699115053,0.3166730548592641,0.27234897773279354,0.16812272727272726,0.16133031348509652,0.862,0.496,0.5920000000000001,0.506,0.446,0.5329999999999999,0.455,0.321,0.342
185,us-west-2c,m4.4xlarge,3.005476470588237,0.28354581380484667,0.2466026470588235,0.16899137931034475,0.14689595478631098,0.862,0.496,0.5920000000000001,0.506,0.446,0.5329999999999999,0.455,0.321,0.342
186,ap-northeast-1a,m1.large,0.14143333333333333,0.07797376504874381,0.0705,0.07026666666666667,0.019426329624121715,0.243,0.129,0.14800000000000002,0.131,,,,0.08199999999999999,0.087
187,ap-northeast-1c,m1.large,0.1413,0.07339317064413939,0.07084166666666665,0.0701,0.00970791793463664,0.243,0.129,0.14800000000000002,0.131,,,,0.08199999999999999,0.087
188,ap-southeast-1a,m1.large,0.08185000000000002,0.07286477309267082,0.07135,0.07065,0.0029249700158690225,0.233,0.128,0.156,0.131,,,,0.08199999999999999,0.087
189,ap-southeast-1b,m1.large,0.08193333333333332,0.073664417161872,0.07065,0.07039999999999999,0.004324948746018578,0.233,0.128,0.156,0.131,,,,0.08199999999999999,0.087
190,ap-southeast-2a,m1.large,0.08380285714285714,0.07239420070314571,0.0716,0.0706,0.0023490794640012276,0.233,0.128,0.156,0.131,,,,0.08199999999999999,0.087
191,ap-southeast-2b,m1.large,0.0805,0.07153126154862531,0.071,0.0702,0.0016199871626307039,0.233,0.128,0.156,0.131,,,,0.08199999999999999,0.087
192,eu-west-1a,m1.large,0.1281,0.0719541980563296,0.07035,0.0701,0.008350889304820109,0.19,0.11800000000000001,0.136,0.12,,,,0.075,0.08
193,eu-west-1b,m1.large,0.1281,0.07086706711135737,0.07044999999999998,0.0702,0.0030373549902561487,0.19,0.11800000000000001,0.136,0.12,,,,0.075,0.08
194,eu-west-1c,m1.large,0.14999646017699111,0.07490404362365924,0.07025,0.0701,0.013863419678330765,0.19,0.11800000000000001,0.136,0.12,,,,0.075,0.08
195,us-east-1a,m1.large,0.06836666666666667,0.06667681534021873,0.06665,0.0661,0.00028604395861143956,0.175,0.095,0.11199999999999999,0.09699999999999999,,,,0.059000000000000004,0.063
196,us-east-1c,m1.large,0.0699782608695652,0.06679338156981592,0.06673214285714285,0.0662,0.0003395405992969295,0.175,0.095,0.11199999999999999,0.09699999999999999,,,,0.059000000000000004,0.063
197,us-east-1d,m1.large,0.06865,0.06703790362286197,0.06703999999999999,0.0661,0.0005252079008027504,0.175,0.095,0.11199999999999999,0.09699999999999999,,,,0.059000000000000004,0.063
198,us-west-1b,m1.large,0.08,0.06756889265117089,0.06659999999999999,0.0662,0.00333710103273227,0.19,0.11800000000000001,0.136,0.12,,,,0.075,0.08
199,us-west-1c,m1.large,0.08,0.06915838918699893,0.0662,0.06609999999999999,0.005628133819633524,0.19,0.11800000000000001,0.136,0.12,,,,0.075,0.08
200,us-west-2a,m1.large,0.08872666666666669,0.06945821971904777,0.06969210526315789,0.05485555555555556,0.006055474072300419,0.175,0.095,0.11199999999999999,0.09699999999999999,,,,0.059000000000000004,0.063
201,us-west-2b,m1.large,0.1061,0.06998958223802368,0.06929285714285714,0.05526,0.006209518802143377,0.175,0.095,0.11199999999999999,0.09699999999999999,,,,0.059000000000000004,0.063
202,us-west-2c,m1.large,0.1061,0.06943952269264536,0.06875,0.05501,0.005551626723728248,0.175,0.095,0.11199999999999999,0.09699999999999999,,,,0.059000000000000004,0.063
203,ap-northeast-2a,m4.xlarge,0.21773181818181817,0.13685132350617543,0.1315478919631093,0.07647959183673471,0.026216324100185383,0.265,0.147,0.17600000000000002,0.15,0.132,0.158,0.135,0.102,0.109
204,ap-northeast-2c,m4.xlarge,0.2976026315789475,0.16717892366226922,0.1672778125,0.04195789473684211,0.02826752861713869,0.265,0.147,0.17600000000000002,0.15,0.132,0.158,0.135,0.102,0.109
205,ap-southeast-1a,m4.xlarge,0.28855000000000003,0.09796769432462465,0.09194000000000001,0.08793,0.02293128801706298,0.266,0.156,0.18600000000000003,0.159,0.14,0.16699999999999998,0.14300000000000002,0.099,0.105
206,ap-southeast-1b,m4.xlarge,0.28865,0.10295631878731276,0.0973586206896552,0.08815,0.017793944161667564,0.266,0.156,0.18600000000000003,0.159,0.14,0.16699999999999998,0.14300000000000002,0.099,0.105
207,ap-southeast-2a,m4.xlarge,0.8290761538461537,0.1026826680498239,0.09370923076923077,0.08715,0.0322921415942074,0.26899999999999996,0.17,0.20199999999999999,0.17300000000000001,0.153,0.182,0.156,0.11199999999999999,0.11900000000000001
208,ap-southeast-2b,m4.xlarge,0.28815,0.09821351152669258,0.08754999999999999,0.08665,0.04223119588643027,0.26899999999999996,0.17,0.20199999999999999,0.17300000000000001,0.153,0.182,0.156,0.11199999999999999,0.11900000000000001
209,ap-southeast-2c,m4.xlarge,0.2881,0.09416419492286665,0.08813666666666667,0.08714999999999999,0.02782434158916262,0.26899999999999996,0.17,0.20199999999999999,0.17300000000000001,0.153,0.182,0.156,0.11199999999999999,0.11900000000000001
210,eu-central-1a,m4.xlarge,1.1554851063829776,0.1387905915917946,0.1302707142857143,0.08248888888888889,0.04516286959360509,0.257,0.16399999999999998,0.195,0.16699999999999998,0.14800000000000002,0.17600000000000002,0.15,0.113,0.12
211,eu-central-1b,m4.xlarge,0.45056839826839823,0.10858732880839003,0.09387066666666667,0.08249999999999999,0.03308563532335805,0.257,0.16399999999999998,0.195,0.16699999999999998,0.14800000000000002,0.17600000000000002,0.15,0.113,0.12
212,eu-west-1a,m4.xlarge,2.7829999999999995,0.17256865881081654,0.09478076923076922,0.07931666666666666,0.32791296743778886,0.23800000000000002,0.151,0.18,0.154,0.136,0.162,0.139,0.10300000000000001,0.11
213,eu-west-1b,m4.xlarge,2.6821499999999996,0.16810967686580439,0.09505208034433285,0.0791,0.28215613412718465,0.23800000000000002,0.151,0.18,0.154,0.136,0.162,0.139,0.10300000000000001,0.11
214,eu-west-1c,m4.xlarge,0.6180064935064935,0.09800856408190863,0.09104941176470584,0.07908333333333334,0.029687774067961775,0.23800000000000002,0.151,0.18,0.154,0.136,0.162,0.139,0.10300000000000001,0.11
215,us-east-1a,m4.xlarge,0.7537961832061071,0.0968980959945615,0.08643050193050192,0.07824666666666667,0.047900813064449835,0.215,0.12300000000000001,0.147,0.126,0.111,0.132,0.113,0.081,0.086
216,us-east-1c,m4.xlarge,2.67,0.1477629844087683,0.08576753472222223,0.07845000000000003,0.2853662654382063,0.215,0.12300000000000001,0.147,0.126,0.111,0.132,0.113,0.081,0.086
217,us-east-1d,m4.xlarge,0.8411844720496896,0.10896126970760894,0.09030227272727273,0.07836766467065871,0.06651603667830469,0.215,0.12300000000000001,0.147,0.126,0.111,0.132,0.113,0.081,0.086
218,us-west-1b,m4.xlarge,0.2802,0.09207656707449348,0.0882420930232558,0.08107272727272727,0.020920608061776345,0.251,0.172,0.205,0.175,0.155,0.185,0.158,0.11,0.11699999999999999
219,us-west-1c,m4.xlarge,0.2802,0.08780920353248695,0.08437142857142857,0.08084999999999999,0.014529584487556632,0.251,0.172,0.205,0.175,0.155,0.185,0.158,0.11,0.11699999999999999
220,us-west-2a,m4.xlarge,2.350219047619047,0.15159109519910474,0.10462362204724406,0.07967500000000002,0.17480402767425374,0.215,0.12300000000000001,0.147,0.126,0.111,0.132,0.113,0.081,0.086
221,us-west-2b,m4.xlarge,0.9623036904761909,0.10836864587951421,0.09921358024691358,0.07846666666666666,0.040478944445255266,0.215,0.12300000000000001,0.147,0.126,0.111,0.132,0.113,0.081,0.086
222,us-west-2c,m4.xlarge,1.139643609022557,0.11003448990828195,0.09909655172413792,0.08109999999999999,0.05384500156368146,0.215,0.12300000000000001,0.147,0.126,0.111,0.132,0.113,0.081,0.086
223,ap-southeast-2b,r4.xlarge,0.215,0.09610131147540969,0.0813,0.081,0.038967727479939734,0.319,0.188,0.22399999999999998,0.192,0.16899999999999998,0.20199999999999999,0.172,0.12,0.128
224,ap-southeast-2c,r4.xlarge,0.215,0.09632964480874318,0.0816,0.081,0.038891963022013594,0.319,0.188,0.22399999999999998,0.192,0.16899999999999998,0.20199999999999999,0.172,0.12,0.128
225,eu-central-1a,r4.xlarge,0.21600000000000005,0.08967076307572211,0.083,0.08245,0.024915360363404804,0.32,0.188,0.225,0.192,0.16899999999999998,0.20199999999999999,0.17300000000000001,0.12,0.128
226,eu-central-1b,r4.xlarge,0.21600000000000005,0.08813196721311478,0.0822,0.0821,0.024938243980093505,0.32,0.188,0.225,0.192,0.16899999999999998,0.20199999999999999,0.17300000000000001,0.12,0.128
227,eu-west-1a,r4.xlarge,0.213,0.12349744990892517,0.12366666666666666,0.079,0.05257886398680378,0.29600000000000004,0.174,0.20800000000000002,0.17800000000000002,0.157,0.187,0.16,0.111,0.11900000000000001
228,eu-west-1b,r4.xlarge,0.213,0.10471523614363774,0.0946,0.079,0.03243874631419213,0.29600000000000004,0.174,0.20800000000000002,0.17800000000000002,0.157,0.187,0.16,0.111,0.11900000000000001
229,eu-west-1c,r4.xlarge,0.213,0.11973729508196723,0.10148333333333333,0.079,0.051286992385396864,0.29600000000000004,0.174,0.20800000000000002,0.17800000000000002,0.157,0.187,0.16,0.111,0.11900000000000001
230,us-east-1a,r4.xlarge,0.21,0.11529193589652613,0.08582500000000001,0.076,0.053311584174206866,0.266,0.156,0.187,0.16,0.141,0.168,0.14400000000000002,0.1,0.106
231,us-east-1c,r4.xlarge,0.21,0.10899046448087418,0.07629999999999999,0.076,0.05694190298359482,0.266,0.156,0.187,0.16,0.141,0.168,0.14400000000000002,0.1,0.106
232,us-west-1b,r4.xlarge,0.213,0.09580105610811399,0.07983333333333333,0.079,0.035895135736568204,0.29600000000000004,0.174,0.20800000000000002,0.17800000000000002,0.157,0.187,0.16,0.111,0.11900000000000001
233,us-west-1c,r4.xlarge,0.213,0.09324609679937546,0.07921666666666667,0.079,0.03613359716324746,0.29600000000000004,0.174,0.20800000000000002,0.17800000000000002,0.157,0.187,0.16,0.111,0.11900000000000001
