,AvailabilityZone,InstanceType,Max,Mean,Median,Min,STD,OnDemand,yrTerm1Standard.allUpfront,yrTerm1Standard.noUpfront,yrTerm1Standard.partialUpfront,yrTerm3Convertible.allUpfront,yrTerm3Convertible.noUpfront,yrTerm3Convertible.partialUpfront,yrTerm3Standard.allUpfront,yrTerm3Standard.partialUpfront
306,eu-west-1c,cg1.4xlarge,6.2310333333333325,0.4048957743314009,0.3883666666666667,0.2612,0.28489931862726525,2.36,,,,,,,,
307,us-east-1a,cg1.4xlarge,3.601909090909091,0.6881017439663575,0.5623211021505377,0.1,0.337866588183992,2.1,,,,,,,,
308,us-east-1d,cg1.4xlarge,11.847383333333333,0.9180195032737026,0.5937722222222221,0.1005,1.0322045402655684,2.1,,,,,,,,
309,ap-southeast-1a,m3.2xlarge,0.2828243902439028,0.16584024514337115,0.14653658536585382,0.13352999999999998,0.03409423863960439,0.784,0.462,0.544,0.47200000000000003,0.41600000000000004,0.49,0.425,0.294,0.313
310,ap-southeast-1b,m3.2xlarge,0.2990596774193549,0.1724299849759886,0.15376065573770498,0.13789545454545452,0.03478550874310317,0.784,0.462,0.544,0.47200000000000003,0.41600000000000004,0.49,0.425,0.294,0.313
311,ap-southeast-2a,m3.2xlarge,0.33974444444444446,0.17232544858034962,0.16194883720930223,0.1335,0.03299108644343252,0.745,0.439,0.517,0.449,0.395,0.465,0.40399999999999997,0.294,0.313
312,ap-southeast-2b,m3.2xlarge,0.43218333333333336,0.17551249596619822,0.1679573770491803,0.13335,0.03375318910053201,0.745,0.439,0.517,0.449,0.395,0.465,0.40399999999999997,0.294,0.313
313,ap-southeast-2c,m3.2xlarge,0.4447083333333334,0.17255032150005875,0.16482000000000002,0.1342,0.03293170414308415,0.745,0.439,0.517,0.449,0.395,0.465,0.40399999999999997,0.294,0.313
314,eu-central-1a,m3.2xlarge,0.3151884615384616,0.16314895683920208,0.15491818181818184,0.13462608695652173,0.023412526155368516,0.632,0.43,0.479,0.439,0.387,0.431,0.395,0.289,0.307
315,eu-central-1b,m3.2xlarge,0.53685,0.19678020037873145,0.16572187500000013,0.150585,0.08678915449514943,0.632,0.43,0.479,0.439,0.387,0.431,0.395,0.289,0.307
316,eu-west-1a,m3.2xlarge,0.8570557213930345,0.1850479449184516,0.17324889937106916,0.1341375,0.05167912507171661,0.585,0.39799999999999996,0.441,0.406,0.358,0.397,0.366,0.267,0.284
317,eu-west-1b,m3.2xlarge,0.5362666666666667,0.183974046047552,0.16094417130488564,0.13386363636363638,0.05603620432892514,0.585,0.39799999999999996,0.441,0.406,0.358,0.397,0.366,0.267,0.284
318,eu-west-1c,m3.2xlarge,0.5980264000000002,0.16632909090127587,0.15062723030981712,0.1337769230769231,0.03883149958722711,0.585,0.39799999999999996,0.441,0.406,0.358,0.397,0.366,0.267,0.284
319,us-east-1a,m3.2xlarge,1.3519610275862082,0.2397489718817742,0.19727516543402102,0.13356484374999988,0.1297785889789801,0.532,0.324,0.38,0.331,0.292,0.342,0.298,0.209,0.222
320,us-east-1c,m3.2xlarge,3.4611892307692282,0.24050271652224733,0.19416570431358499,0.13179920948616594,0.1844806000028849,0.532,0.324,0.38,0.331,0.292,0.342,0.298,0.209,0.222
321,us-east-1d,m3.2xlarge,1.6485868338557979,0.23857982759070548,0.20085317072554204,0.1366500000000002,0.145263286616916,0.532,0.324,0.38,0.331,0.292,0.342,0.298,0.209,0.222
322,us-west-1b,m3.2xlarge,1.3657383720930234,0.16912489544168305,0.15837533799533804,0.11845000000000001,0.05608549512101259,0.616,0.42200000000000004,0.46399999999999997,0.43,0.379,0.418,0.387,0.268,0.285
323,us-west-1c,m3.2xlarge,0.9082815126050409,0.16063182095892192,0.15518558758314852,0.11539411764705884,0.044783502964070535,0.616,0.42200000000000004,0.46399999999999997,0.43,0.379,0.418,0.387,0.268,0.285
324,us-west-2a,m3.2xlarge,0.9542918918918917,0.2339250266031593,0.22070440998791785,0.13147037037037038,0.06914838153286473,0.532,0.324,0.38,0.331,0.292,0.342,0.298,0.209,0.222
325,us-west-2b,m3.2xlarge,1.0938352941176468,0.23945957772297344,0.22595947947947953,0.12401875,0.06735257731119919,0.532,0.324,0.38,0.331,0.292,0.342,0.298,0.209,0.222
326,us-west-2c,m3.2xlarge,0.5459251572327044,0.17434487326296755,0.17067042595082604,0.12389500000000002,0.03257251666441737,0.532,0.324,0.38,0.331,0.292,0.342,0.298,0.209,0.222
327,ap-southeast-2b,r4.2xlarge,0.431,0.14971148760330572,0.11485000000000001,0.11375,0.08816595281133024,0.638,0.375,0.44799999999999995,0.38299999999999995,0.33799999999999997,0.40299999999999997,0.345,0.24,0.255
328,ap-southeast-2c,r4.2xlarge,0.431,0.14652066115702453,0.11380000000000001,0.1134,0.089183936723825,0.638,0.375,0.44799999999999995,0.38299999999999995,0.33799999999999997,0.40299999999999997,0.345,0.24,0.255
329,eu-central-1a,r4.2xlarge,0.4320000000000001,0.1310775009838646,0.11643333333333333,0.11495,0.05383303987941652,0.64,0.376,0.449,0.384,0.33899999999999997,0.40399999999999997,0.34600000000000003,0.24100000000000002,0.256
330,eu-central-1b,r4.2xlarge,0.4320000000000001,0.1282736245572608,0.11466666666666665,0.11425,0.05298433311247457,0.64,0.376,0.449,0.384,0.33899999999999997,0.40399999999999997,0.34600000000000003,0.24100000000000002,0.256
331,eu-west-1a,r4.2xlarge,0.42700000000000005,0.2415307988980713,0.14045,0.109,0.14213325472690702,0.593,0.349,0.41600000000000004,0.35600000000000004,0.314,0.375,0.32,0.223,0.237
332,eu-west-1b,r4.2xlarge,0.42700000000000005,0.24093897784416365,0.21500000000000005,0.109,0.1434408576797706,0.593,0.349,0.41600000000000004,0.35600000000000004,0.314,0.375,0.32,0.223,0.237
333,eu-west-1c,r4.2xlarge,0.42700000000000005,0.26392047815820535,0.21855000000000002,0.109,0.1337444446867594,0.593,0.349,0.41600000000000004,0.35600000000000004,0.314,0.375,0.32,0.223,0.237
334,us-east-1a,r4.2xlarge,0.43090000000000006,0.1703163422804441,0.14451666666666668,0.103,0.0821114147885835,0.532,0.313,0.373,0.319,0.282,0.336,0.287,0.2,0.213
335,us-east-1c,r4.2xlarge,0.42100000000000004,0.11359441491015863,0.10407999999999998,0.103,0.043803549364018125,0.532,0.313,0.373,0.319,0.282,0.336,0.287,0.2,0.213
336,us-west-1b,r4.2xlarge,0.4270000000000001,0.1448973042109406,0.11005,0.10944999999999999,0.08868123760747461,0.593,0.349,0.41600000000000004,0.35600000000000004,0.314,0.375,0.32,0.223,0.237
337,us-west-1c,r4.2xlarge,0.4270000000000001,0.15152004132231414,0.10956666666666666,0.10919999999999999,0.09925303588807662,0.593,0.349,0.41600000000000004,0.35600000000000004,0.314,0.375,0.32,0.223,0.237
338,us-west-2a,r4.2xlarge,0.2114666666666667,0.10838816342977503,0.10665,0.103,0.01450946099755034,0.532,0.313,0.373,0.319,0.282,0.336,0.287,0.2,0.213
339,us-west-2b,r4.2xlarge,0.42100000000000004,0.17123977961432513,0.1034,0.103,0.128816973522683,0.532,0.313,0.373,0.319,0.282,0.336,0.287,0.2,0.213
340,us-west-2c,r4.2xlarge,0.42100000000000004,0.13509693727788974,0.10350000000000001,0.1033,0.09367557071004855,0.532,0.313,0.373,0.319,0.282,0.336,0.287,0.2,0.213
341,ap-southeast-1a,m2.2xlarge,0.11316000000000001,0.09398918434234839,0.09307499999999999,0.0919,0.0026558156506142254,0.5920000000000001,0.25,0.29600000000000004,0.255,,,,0.16,0.17
342,ap-southeast-1b,m2.2xlarge,0.198,0.11972149927334669,0.11813,0.10285,0.008969420493571263,0.5920000000000001,0.25,0.29600000000000004,0.255,,,,0.16,0.17
343,ap-southeast-2a,m2.2xlarge,0.6420000000000001,0.1447527379963271,0.1348625,0.09765000000000001,0.052952816028763866,0.5920000000000001,0.25,0.29600000000000004,0.255,,,,0.16,0.17
344,ap-southeast-2b,m2.2xlarge,0.47299090909090913,0.13777448686063473,0.13465544507575755,0.0934,0.028024462601454383,0.5920000000000001,0.25,0.29600000000000004,0.255,,,,0.16,0.17
345,eu-west-1a,m2.2xlarge,0.7000000000000001,0.1442952379653487,0.11191339285714286,0.09498333333333335,0.0941473680917129,0.55,0.226,0.268,0.23,,,,0.145,0.155
346,eu-west-1b,m2.2xlarge,0.7875,0.19498169601131612,0.10846,0.09137999999999999,0.1861234786198792,0.55,0.226,0.268,0.23,,,,0.145,0.155
347,eu-west-1c,m2.2xlarge,0.75,0.10803301998747555,0.09585070564516128,0.09124545454545453,0.05948722317319944,0.55,0.226,0.268,0.23,,,,0.145,0.155
348,us-east-1a,m2.2xlarge,0.3984967391304352,0.1360716717943836,0.1217081992170509,0.09217941176470591,0.04425522822570994,0.49,0.18600000000000003,0.222,0.19,,,,0.11199999999999999,0.11900000000000001
349,us-east-1c,m2.2xlarge,0.4865734693877549,0.10261971388273126,0.09708805006587612,0.08464666666666666,0.023034509118469344,0.49,0.18600000000000003,0.222,0.19,,,,0.11199999999999999,0.11900000000000001
350,us-east-1d,m2.2xlarge,0.5047806267806267,0.11476653188032265,0.10783523399677246,0.08625000000000001,0.028879351932851238,0.49,0.18600000000000003,0.222,0.19,,,,0.11199999999999999,0.11900000000000001
351,us-west-1b,m2.2xlarge,0.13086041666666667,0.09146816680702856,0.0904253411306043,0.082,0.007118063638398643,0.55,0.226,0.268,0.23,,,,0.14400000000000002,0.153
352,us-west-1c,m2.2xlarge,0.2971333333333333,0.09014262930879906,0.08922140522875815,0.08224999999999999,0.010711413894155218,0.55,0.226,0.268,0.23,,,,0.14400000000000002,0.153
353,us-west-2a,m2.2xlarge,0.2792339622641509,0.117933151707935,0.11476052123552123,0.09131428571428571,0.018680755203494874,0.49,0.18600000000000003,0.222,0.19,,,,0.11199999999999999,0.11900000000000001
354,us-west-2b,m2.2xlarge,0.16353181818181817,0.10374839804515217,0.10224325757575758,0.08474,0.00985488399190928,0.49,0.18600000000000003,0.222,0.19,,,,0.11199999999999999,0.11900000000000001
355,us-west-2c,m2.2xlarge,0.3036999999999999,0.11711598653686799,0.11319758454106281,0.09164,0.0225132136905804,0.49,0.18600000000000003,0.222,0.19,,,,0.11199999999999999,0.11900000000000001
356,ap-northeast-1a,t1.micro,0.019851769911504426,0.009168362776637025,0.0087,0.0061,0.0015090141266592882,0.026000000000000002,0.016,0.018000000000000002,0.016,,,,0.012,0.013000000000000001
357,ap-northeast-1c,t1.micro,0.12390588235294106,0.009596694645312855,0.00865,0.0061,0.00522371810420295,0.026000000000000002,0.016,0.018000000000000002,0.016,,,,0.012,0.013000000000000001
358,ap-southeast-1a,t1.micro,0.020889261744966397,0.009727337628848249,0.0093,0.0061,0.002024801499378436,0.02,0.015,0.016,0.015,,,,0.011000000000000001,0.012
359,ap-southeast-1b,t1.micro,0.018157777777777776,0.008827273839028215,0.00864,0.0061,0.001275442672035049,0.02,0.015,0.016,0.015,,,,0.011000000000000001,0.012
360,ap-southeast-2a,t1.micro,0.185,0.02305832219605589,0.008964583333333333,0.0061,0.026613298993664762,0.02,0.015,0.016,0.015,,,,0.011000000000000001,0.012
361,ap-southeast-2b,t1.micro,0.20500000000000002,0.017627212571751868,0.008450000000000001,0.0061,0.02771571434734886,0.02,0.015,0.016,0.015,,,,0.011000000000000001,0.012
362,eu-west-1a,t1.micro,0.04274482758620689,0.008533169498049003,0.00835,0.0031,0.0017633117760671847,0.02,0.015,0.016,0.015,,,,0.011000000000000001,0.012
363,eu-west-1b,t1.micro,0.015546874999999986,0.008348166579510596,0.008533333333333332,0.0031,0.0017644468187282764,0.02,0.015,0.016,0.015,,,,0.011000000000000001,0.012
364,eu-west-1c,t1.micro,0.045539024390243904,0.008946513388164351,0.00835,0.0031,0.003184884246132035,0.02,0.015,0.016,0.015,,,,0.011000000000000001,0.012
365,us-west-1b,t1.micro,0.23500000000000001,0.027648792911623823,0.010638757396449712,0.00615,0.037239138957910596,0.025,0.015,0.017,0.015,,,,0.011000000000000001,0.012
366,us-west-1c,t1.micro,0.07723647058823532,0.01105661157598416,0.008831804343874945,0.0061333333333333335,0.006745845934512841,0.025,0.015,0.017,0.015,,,,0.011000000000000001,0.012
367,us-west-2a,t1.micro,0.05067894736842106,0.011287646898433236,0.010242517006802721,0.0061,0.0034753974850256397,0.02,0.012,0.013999999999999999,0.012,,,,0.008,0.009000000000000001
368,us-west-2b,t1.micro,0.295,0.036326723571223046,0.013361579970831315,0.0061,0.06437997784816846,0.02,0.012,0.013999999999999999,0.012,,,,0.008,0.009000000000000001
369,us-west-2c,t1.micro,0.0822583333333333,0.01202248480021124,0.011279870129870133,0.0061,0.00388323319306981,0.02,0.012,0.013999999999999999,0.012,,,,0.008,0.009000000000000001
370,ap-northeast-1a,hi1.4xlarge,3.426,0.5474534347270986,0.42238333333333333,0.27855,0.5421279857842535,3.2760000000000002,1.5730000000000002,1.8769999999999998,1.605,,,,1.1179999999999999,1.189
371,ap-northeast-1c,hi1.4xlarge,1.75,0.4916432694299317,0.43953333333333333,0.2533,0.2030724893085847,3.2760000000000002,1.5730000000000002,1.8769999999999998,1.605,,,,1.1179999999999999,1.189
372,eu-west-1a,hi1.4xlarge,31.05,1.0936188982442998,0.44707499999999994,0.3169571428571429,3.99529923003126,3.1,1.423,1.6980000000000002,1.452,,,,0.845,0.899
373,eu-west-1b,hi1.4xlarge,2.564913333333333,0.4135192564539236,0.37587999999999994,0.23220000000000002,0.19639301971364506,3.1,1.423,1.6980000000000002,1.452,,,,0.845,0.899
374,eu-west-1c,hi1.4xlarge,32.63333333333333,32.37978703039016,32.63333333333333,0.48100000000000004,2.7199658574611565,3.1,1.423,1.6980000000000002,1.452,,,,0.845,0.899
375,us-east-1a,hi1.4xlarge,5.05,0.9266518924652662,0.4850476190476191,0.18969999999999998,1.0478995183024558,3.1,1.423,1.6980000000000002,1.452,,,,0.845,0.899
376,us-east-1c,hi1.4xlarge,7.1000499999999995,0.72728769370397,0.40624999999999994,0.19190000000000002,0.9372919593207821,3.1,1.423,1.6980000000000002,1.452,,,,0.845,0.899
377,us-east-1d,hi1.4xlarge,5.05,0.7081152030604088,0.44095151515151526,0.18009999999999998,0.8591161447377215,3.1,1.423,1.6980000000000002,1.452,,,,0.845,0.899
378,us-west-2a,hi1.4xlarge,10.05,1.367313539110589,0.4662307692307692,0.2779714285714286,1.7309492990194093,3.1,1.423,1.6980000000000002,1.452,,,,0.845,0.899
379,us-west-2b,hi1.4xlarge,7.7500333333333336,0.8502650900267428,0.43862500000000004,0.22335,1.0338133444190376,3.1,1.423,1.6980000000000002,1.452,,,,0.845,0.899
380,us-west-2c,hi1.4xlarge,10.05,1.114218597130305,0.4715,0.2898714285714285,1.5002808485408567,3.1,1.423,1.6980000000000002,1.452,,,,0.845,0.899
381,ap-northeast-1a,r3.4xlarge,2.5821135483870967,0.3093011005325773,0.26652368024132733,0.22575185185185181,0.15875893167548444,1.5959999999999999,1.018,1.193,1.0390000000000001,0.9159999999999999,1.074,0.935,0.6709999999999999,0.7140000000000001
382,ap-northeast-1c,r3.4xlarge,0.8642702127659578,0.30784284318161886,0.28696749999999993,0.22156666666666666,0.07805674864803518,1.5959999999999999,1.018,1.193,1.0390000000000001,0.9159999999999999,1.074,0.935,0.6709999999999999,0.7140000000000001
383,ap-northeast-2a,r3.4xlarge,2.0460000000000003,0.26326172617449156,0.22564368131868132,0.17745909090909093,0.1949304615974751,1.5959999999999999,1.018,1.216,1.0390000000000001,0.9159999999999999,1.094,0.935,0.6709999999999999,0.7140000000000001
384,ap-northeast-2c,r3.4xlarge,1.596,0.22102742279299453,0.18017500000000003,0.16399999999999998,0.13005323204996383,1.5959999999999999,1.018,1.216,1.0390000000000001,0.9159999999999999,1.094,0.935,0.6709999999999999,0.7140000000000001
385,ap-southeast-1a,r3.4xlarge,2.8208349999999998,0.4455534637141303,0.4016505185185185,0.22404999999999997,0.2114611845654673,1.5959999999999999,1.018,1.193,1.0390000000000001,0.9159999999999999,1.074,0.935,0.6709999999999999,0.7140000000000001
386,ap-southeast-1b,r3.4xlarge,2.4764888888888885,0.4673288810910244,0.44171499999999997,0.31874903846153874,0.1215412286610796,1.5959999999999999,1.018,1.193,1.0390000000000001,0.9159999999999999,1.074,0.935,0.6709999999999999,0.7140000000000001
387,ap-southeast-2a,r3.4xlarge,9.31,0.38517869311946124,0.3723550607287449,0.21000000000000002,0.3854548160243443,1.5959999999999999,1.018,1.193,1.0390000000000001,0.9159999999999999,1.074,0.935,0.6709999999999999,0.7140000000000001
388,ap-southeast-2b,r3.4xlarge,24.47,0.3987865918992054,0.32332,0.21000000000000002,1.1225873285938632,1.5959999999999999,1.018,1.193,1.0390000000000001,0.9159999999999999,1.074,0.935,0.6709999999999999,0.7140000000000001
389,ap-southeast-2c,r3.4xlarge,24.47,0.3921625231672085,0.3199736111111111,0.21000000000000002,0.7352323492848897,1.5959999999999999,1.018,1.193,1.0390000000000001,0.9159999999999999,1.074,0.935,0.6709999999999999,0.7140000000000001
390,eu-central-1a,r3.4xlarge,1.9685200000000003,0.3312160171014659,0.2510201960784314,0.21462666666666666,0.22023429653410137,1.6,0.986,1.17,1.0070000000000001,0.888,1.053,0.9059999999999999,0.654,0.695
391,eu-central-1b,r3.4xlarge,0.3580785714285715,0.23598791368644878,0.22986853846153846,0.21695555555555554,0.019692138202432603,1.6,0.986,1.17,1.0070000000000001,0.888,1.053,0.9059999999999999,0.654,0.695
392,eu-west-1a,r3.4xlarge,5.4317142857142855,0.3110349875112327,0.2927742174959872,0.22809545454545452,0.16455267265136272,1.482,0.9129999999999999,1.087,0.932,0.8220000000000001,0.978,0.8390000000000001,0.605,0.643
393,eu-west-1b,r3.4xlarge,0.9397211267605634,0.35539465634262046,0.332763434065934,0.239463829787234,0.08973313754787723,1.482,0.9129999999999999,1.087,0.932,0.8220000000000001,0.978,0.8390000000000001,0.605,0.643
394,eu-west-1c,r3.4xlarge,0.8690222222222223,0.3042346692466585,0.2822868975352885,0.23018611111111115,0.0867174236514698,1.482,0.9129999999999999,1.087,0.932,0.8220000000000001,0.978,0.8390000000000001,0.605,0.643
395,us-east-1a,r3.4xlarge,14.1,0.5336660585105859,0.3598654951232539,0.2016333333333333,0.7345847335841238,1.33,0.706,0.836,0.72,0.635,0.752,0.648,0.467,0.49700000000000005
396,us-east-1c,r3.4xlarge,14.1,0.6112584740845041,0.4182681473736621,0.22759357142857137,0.8052467035359583,1.33,0.706,0.836,0.72,0.635,0.752,0.648,0.467,0.49700000000000005
397,us-east-1d,r3.4xlarge,10.129999999999999,0.5998763370503236,0.3810101341863004,0.19474259259259252,0.7839158024060245,1.33,0.706,0.836,0.72,0.635,0.752,0.648,0.467,0.49700000000000005
398,us-west-1b,r3.4xlarge,0.9982071428571428,0.3452778895991184,0.3168916666666667,0.20322500000000002,0.11468734134770207,1.482,0.9129999999999999,1.087,0.932,0.8220000000000001,0.978,0.8390000000000001,0.605,0.643
399,us-west-1c,r3.4xlarge,0.6905836538461537,0.29780624719728854,0.27391333333333334,0.18726666666666664,0.08002232765311594,1.482,0.9129999999999999,1.087,0.932,0.8220000000000001,0.978,0.8390000000000001,0.605,0.643
400,ap-northeast-1a,c4.large,0.12810562248995974,0.07530724610441336,0.07362631578947369,0.07094999999999999,0.005529906129601517,0.126,0.084,0.10099999999999999,0.086,0.076,0.091,0.077,0.06,0.064
401,ap-northeast-1c,c4.large,0.6591666666666666,0.08822593424669765,0.07314999999999999,0.07055,0.07866905062123745,0.126,0.084,0.10099999999999999,0.086,0.076,0.091,0.077,0.06,0.064
402,ap-northeast-2a,c4.large,0.49987251908396946,0.04984597183768083,0.04230493827160493,0.014422222222222223,0.03090130260833688,0.114,0.07200000000000001,0.085,0.073,0.065,0.077,0.066,0.052000000000000005,0.055
403,ap-northeast-2c,c4.large,0.4463544444444444,0.040516935488869574,0.0368090909090909,0.01285,0.025844857027997988,0.114,0.07200000000000001,0.085,0.073,0.065,0.077,0.066,0.052000000000000005,0.055
404,ap-southeast-1a,c4.large,0.22512187500000008,0.0752871473345813,0.07361666666666668,0.07050000000000001,0.006448046001730836,0.115,0.07400000000000001,0.08800000000000001,0.075,0.067,0.079,0.068,0.049,0.052000000000000005
405,ap-southeast-1b,c4.large,0.3320000000000001,0.07907414267610714,0.07277272727272721,0.0707,0.033093798154692954,0.115,0.07400000000000001,0.08800000000000001,0.075,0.067,0.079,0.068,0.049,0.052000000000000005
406,ap-southeast-2a,c4.large,0.591111111111111,0.08714822669341846,0.07542380952380952,0.06695,0.053714540272961464,0.13,0.078,0.094,0.08,0.07,0.085,0.07200000000000001,0.055,0.057999999999999996
407,ap-southeast-2b,c4.large,0.5463166666666667,0.08178477772420194,0.0775648854961832,0.06634999999999999,0.02421242614530902,0.13,0.078,0.094,0.08,0.07,0.085,0.07200000000000001,0.055,0.057999999999999996
408,ap-southeast-2c,c4.large,0.1003,0.07903443811486138,0.0704,0.0668,0.013576662947288601,0.13,0.078,0.094,0.08,0.07,0.085,0.07200000000000001,0.055,0.057999999999999996
409,eu-central-1a,c4.large,0.10545806451612902,0.07594921644829042,0.07558607594936709,0.06766666666666667,0.006041119753331303,0.114,0.07400000000000001,0.08800000000000001,0.075,0.067,0.079,0.068,0.053,0.055999999999999994
410,eu-central-1b,c4.large,0.11152049999999994,0.07318776927674248,0.07214999999999999,0.0674,0.005331178489186631,0.114,0.07400000000000001,0.08800000000000001,0.075,0.067,0.079,0.068,0.053,0.055999999999999994
411,eu-west-1a,c4.large,1.37,0.16700452447550526,0.07611911764705884,0.0706,0.2578941713856448,0.113,0.073,0.087,0.07400000000000001,0.066,0.078,0.067,0.052000000000000005,0.055
412,eu-west-1b,c4.large,1.2675,0.12590072761437143,0.07725399999999999,0.07087500000000001,0.18849574271399158,0.113,0.073,0.087,0.07400000000000001,0.066,0.078,0.067,0.052000000000000005,0.055
413,eu-west-1c,c4.large,0.7226972222222222,0.08178111890257901,0.07468709677419355,0.0707,0.034187124269626244,0.113,0.073,0.087,0.07400000000000001,0.066,0.078,0.067,0.052000000000000005,0.055
414,us-east-1a,c4.large,1.21,0.09723368084769593,0.07735055288461537,0.06724,0.10461408592846931,0.1,0.059000000000000004,0.07,0.06,0.053,0.063,0.054000000000000006,0.039,0.040999999999999995
415,us-east-1c,c4.large,1.99,0.20625720493774916,0.07376269834155089,0.06675,0.35054503452456093,0.1,0.059000000000000004,0.07,0.06,0.053,0.063,0.054000000000000006,0.039,0.040999999999999995
416,us-east-1d,c4.large,0.3623818181818181,0.07595611912616161,0.07236534722222224,0.0664,0.016738697296385965,0.1,0.059000000000000004,0.07,0.06,0.053,0.063,0.054000000000000006,0.039,0.040999999999999995
417,us-west-1b,c4.large,0.5768,0.07260569705356665,0.06939999999999999,0.0664,0.01883837931219649,0.124,0.079,0.095,0.081,0.071,0.086,0.073,0.054000000000000006,0.057
418,us-west-1c,c4.large,2.21,0.07979567029085417,0.06950333333333333,0.06643333333333334,0.0901002885242272,0.124,0.079,0.095,0.081,0.071,0.086,0.073,0.054000000000000006,0.057
419,us-west-2a,c4.large,0.721742857142857,0.07995973372011948,0.0727087816091954,0.06701666666666667,0.04698541510926872,0.1,0.059000000000000004,0.07,0.06,0.053,0.063,0.054000000000000006,0.039,0.040999999999999995
420,us-west-2b,c4.large,0.18586985507246362,0.07592230431860786,0.07199239422084623,0.06699999999999999,0.01010408300006581,0.1,0.059000000000000004,0.07,0.06,0.053,0.063,0.054000000000000006,0.039,0.040999999999999995
421,us-west-2c,c4.large,1.3433333333333335,0.11920154066107085,0.07472009423503326,0.0669,0.1773277581339808,0.1,0.059000000000000004,0.07,0.06,0.053,0.063,0.054000000000000006,0.039,0.040999999999999995
422,ap-northeast-1a,i2.4xlarge,1.4655,0.5454664840358164,0.5079291666666667,0.45,0.10515514128654,4.002,2.086,2.492,2.129,1.8780000000000001,2.2430000000000003,1.916,1.24,1.319
423,ap-northeast-1c,i2.4xlarge,1.929,0.8289581949672601,0.65435,0.45,0.46146806569132004,4.002,2.086,2.492,2.129,1.8780000000000001,2.2430000000000003,1.916,1.24,1.319
424,ap-northeast-2a,i2.4xlarge,1.6003333333333334,0.4948218357932811,0.47101666666666664,0.4,0.09197060231847835,4.002,2.086,2.491,2.129,1.8780000000000001,2.242,1.916,1.24,1.319
425,ap-northeast-2c,i2.4xlarge,1.5132,0.4537172017828956,0.44403499999999996,0.4,0.06513254015998914,4.002,2.086,2.491,2.129,1.8780000000000001,2.242,1.916,1.24,1.319
426,ap-southeast-1a,i2.4xlarge,1.4956250000000002,0.5565011432621647,0.5370425000000001,0.45699999999999996,0.10457009092221828,4.07,2.049,2.44,2.0909999999999997,1.844,2.1959999999999997,1.882,1.217,1.295
427,ap-southeast-1b,i2.4xlarge,1.4956250000000002,0.5247013090021644,0.4990214285714286,0.45699999999999996,0.10468432563958724,4.07,2.049,2.44,2.0909999999999997,1.844,2.1959999999999997,1.882,1.217,1.295
428,ap-southeast-2a,i2.4xlarge,4.22288,0.5775216101975869,0.5236333333333333,0.45699999999999996,0.36824400582345723,4.07,2.049,2.44,2.0909999999999997,1.844,2.1959999999999997,1.882,1.217,1.295
429,ap-southeast-2b,i2.4xlarge,3.4576333333333333,0.5506344904274547,0.5162333333333333,0.45699999999999996,0.23130616247059274,4.07,2.049,2.44,2.0909999999999997,1.844,2.1959999999999997,1.882,1.217,1.295
430,ap-southeast-2c,i2.4xlarge,1.13275,0.4809369175211556,0.4675916666666666,0.45699999999999996,0.06837401991353417,4.07,2.049,2.44,2.0909999999999997,1.844,2.1959999999999997,1.882,1.217,1.295
431,eu-central-1a,i2.4xlarge,4.634333333333333,1.9708314971423129,1.2821200000000001,0.455,1.4738586671678218,4.051,1.865,2.224,1.903,1.6780000000000002,2.002,1.713,1.177,1.252
432,eu-central-1b,i2.4xlarge,0.8859999999999999,0.4951265369168886,0.47072499999999995,0.455,0.09157554071104071,4.051,1.865,2.224,1.903,1.6780000000000002,2.002,1.713,1.177,1.252
433,eu-west-1a,i2.4xlarge,0.51655,0.4355697341518125,0.4328,0.42799999999999994,0.01051637363449192,3.7510000000000003,1.7269999999999999,2.06,1.7619999999999998,1.554,1.854,1.5859999999999999,1.09,1.159
434,eu-west-1b,i2.4xlarge,2.9187,0.49265212870428987,0.46772727272727277,0.42769999999999997,0.17784598384382197,3.7510000000000003,1.7269999999999999,2.06,1.7619999999999998,1.554,1.854,1.5859999999999999,1.09,1.159
435,eu-west-1c,i2.4xlarge,0.52409,0.43839902099519046,0.4325555555555555,0.42745,0.014614868998175512,3.7510000000000003,1.7269999999999999,2.06,1.7619999999999998,1.554,1.854,1.5859999999999999,1.09,1.159
436,us-east-1a,i2.4xlarge,2.348713333333333,0.7048025709457642,0.6705450980392157,0.39575000000000005,0.25345242237779886,3.41,1.423,1.696,1.452,1.281,1.526,1.307,0.845,0.899
437,us-east-1c,i2.4xlarge,2.396819827586207,0.6950827702713177,0.6514941176470588,0.4015299999999999,0.22248561115640045,3.41,1.423,1.696,1.452,1.281,1.526,1.307,0.845,0.899
438,us-east-1d,i2.4xlarge,9.15108,0.7269164421334785,0.6588203703703704,0.40530833333333344,0.36669429144118226,3.41,1.423,1.696,1.452,1.281,1.526,1.307,0.845,0.899
439,us-west-1b,i2.4xlarge,3.520166666666667,0.5196114881239077,0.475,0.425,0.21115153570166725,3.7510000000000003,1.7269999999999999,2.06,1.7619999999999998,1.554,1.854,1.5859999999999999,1.09,1.159
440,us-west-1c,i2.4xlarge,1.7706,0.796562811868148,0.6430199999999999,0.425,0.3473356578728702,3.7510000000000003,1.7269999999999999,2.06,1.7619999999999998,1.554,1.854,1.5859999999999999,1.09,1.159
